id,brand,category,price,rating,discount,review,image_path,buy
377,Alpha,Home,47.2,4.8,0.29,I think this Alpha home is terrible. Price feels fair. Would consider buying again.,images/img_377.png,1
378,Alpha,Electronics,52.7,3.0,0.0,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_378.png,1
379,Echo,Beauty,156.42,4.6,0.0,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_379.png,1
380,Citrus,Sports,176.38,3.8,0.35,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_380.png,1
381,Bravo,Fashion,11.71,4.8,0.06,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_381.png,1
382,Delta,Sports,65.25,4.3,0.32,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_382.png,1
383,Citrus,Electronics,221.59,2.8,0.27,I think this Citrus electronics is average. Price feels fair. Would consider buying again.,images/img_383.png,0
384,Bravo,Fashion,165.22,5.0,0.21,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_384.png,1
385,Bravo,Home,225.26,2.6,0.03,I think this Bravo home is great. Price feels fair. Would consider buying again.,images/img_385.png,1
386,Citrus,Sports,145.39,2.9,0.2,I think this Citrus sports is terrible. Price feels fair. Would consider buying again.,images/img_386.png,0
387,Citrus,Electronics,218.4,4.2,0.34,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_387.png,1
388,Bravo,Electronics,9.55,3.6,0.14,I think this Bravo electronics is terrible. Price feels fair. Would consider buying again.,images/img_388.png,0
389,Delta,Electronics,179.58,5.0,0.16,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_389.png,1
390,Echo,Electronics,74.38,3.8,0.22,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_390.png,1
391,Citrus,Beauty,242.45,4.8,0.12,I think this Citrus beauty is terrible. Price feels fair. Would consider buying again.,images/img_391.png,0
392,Echo,Beauty,52.21,5.0,0.33,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_392.png,1
393,Echo,Beauty,237.7,1.2,0.32,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_393.png,0
394,Bravo,Home,222.3,3.4,0.0,I think this Bravo home is poor. Price feels fair. Would consider buying again.,images/img_394.png,0
395,Echo,Electronics,222.34,3.0,0.48,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_395.png,1
396,Bravo,Beauty,60.69,4.9,0.33,I think this Bravo beauty is good. Price feels fair. Would consider buying again.,images/img_396.png,1
397,Bravo,Electronics,62.5,2.6,0.02,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_397.png,1
398,Alpha,Beauty,178.88,5.0,0.31,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_398.png,1
399,Bravo,Sports,281.8,3.5,0.0,I think this Bravo sports is good. Price feels fair. Would consider buying again.,images/img_399.png,1
400,Bravo,Home,142.9,1.3,0.08,I think this Bravo home is great. Price feels fair. Would consider buying again.,images/img_400.png,0
401,Delta,Sports,47.71,4.2,0.14,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_401.png,1
402,Alpha,Fashion,235.26,3.5,0.15,I think this Alpha fashion is good. Price feels fair. Would consider buying again.,images/img_402.png,1
403,Citrus,Sports,199.52,3.9,0.17,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_403.png,1
404,Delta,Sports,88.93,2.9,0.0,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_404.png,1
405,Echo,Electronics,27.96,3.5,0.2,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_405.png,1
406,Echo,Home,171.98,2.7,0.04,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_406.png,0
407,Alpha,Electronics,269.95,4.1,0.28,I think this Alpha electronics is terrible. Price feels fair. Would consider buying again.,images/img_407.png,0
408,Delta,Fashion,249.08,4.5,0.39,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_408.png,1
409,Delta,Fashion,83.39,2.9,0.29,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_409.png,1
410,Alpha,Home,98.52,3.4,0.44,I think this Alpha home is average. Price feels fair. Would consider buying again.,images/img_410.png,1
411,Alpha,Beauty,171.75,3.0,0.21,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_411.png,1
412,Echo,Sports,166.34,4.2,0.41,I think this Echo sports is average. Price feels fair. Would consider buying again.,images/img_412.png,1
413,Delta,Sports,141.91,2.7,0.19,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_413.png,0
414,Delta,Sports,71.67,5.0,0.16,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_414.png,1
415,Alpha,Electronics,157.63,3.8,0.41,I think this Alpha electronics is poor. Price feels fair. Would consider buying again.,images/img_415.png,0
416,Echo,Beauty,153.2,4.8,0.15,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_416.png,1
417,Bravo,Fashion,228.46,2.6,0.21,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_417.png,0
418,Delta,Fashion,55.87,5.0,0.26,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_418.png,1
419,Alpha,Home,27.91,4.9,0.19,I think this Alpha home is good. Price feels fair. Would consider buying again.,images/img_419.png,1
420,Citrus,Home,240.52,3.2,0.0,I think this Citrus home is terrible. Price feels fair. Would consider buying again.,images/img_420.png,0
421,Delta,Electronics,233.93,2.2,0.23,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_421.png,1
422,Alpha,Electronics,89.17,5.0,0.0,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_422.png,1
423,Citrus,Beauty,163.58,4.5,0.07,I think this Citrus beauty is average. Price feels fair. Would consider buying again.,images/img_423.png,1
424,Echo,Sports,186.91,4.8,0.16,I think this Echo sports is average. Price feels fair. Would consider buying again.,images/img_424.png,1
425,Alpha,Fashion,49.81,3.5,0.12,I think this Alpha fashion is good. Price feels fair. Would consider buying again.,images/img_425.png,1
426,Delta,Electronics,246.91,5.0,0.11,I think this Delta electronics is terrible. Price feels fair. Would consider buying again.,images/img_426.png,0
427,Echo,Home,264.9,4.0,0.41,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_427.png,1
428,Echo,Sports,149.75,4.4,0.11,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_428.png,1
429,Delta,Beauty,264.76,2.8,0.16,I think this Delta beauty is poor. Price feels fair. Would consider buying again.,images/img_429.png,0
430,Citrus,Sports,35.98,3.5,0.01,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_430.png,1
431,Citrus,Sports,257.87,4.2,0.4,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_431.png,1
432,Delta,Sports,295.54,4.3,0.31,I think this Delta sports is terrible. Price feels fair. Would consider buying again.,images/img_432.png,0
433,Echo,Sports,152.32,3.5,0.35,I think this Echo sports is average. Price feels fair. Would consider buying again.,images/img_433.png,1
434,Echo,Electronics,41.75,4.2,0.13,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_434.png,1
435,Citrus,Electronics,109.9,5.0,0.15,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_435.png,1
436,Citrus,Home,176.4,4.8,0.29,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_436.png,1
437,Bravo,Beauty,192.9,4.4,0.08,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_437.png,1
438,Delta,Electronics,10.11,3.1,0.28,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_438.png,1
439,Alpha,Electronics,251.74,4.9,0.0,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_439.png,1
440,Bravo,Fashion,71.5,3.4,0.17,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_440.png,1
441,Citrus,Beauty,198.42,4.7,0.3,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_441.png,1
442,Citrus,Sports,197.72,3.6,0.03,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_442.png,0
443,Alpha,Beauty,259.72,1.8,0.33,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_443.png,1
444,Echo,Electronics,147.93,4.0,0.15,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_444.png,1
445,Citrus,Fashion,90.21,3.6,0.31,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_445.png,1
446,Delta,Sports,211.8,5.0,0.51,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_446.png,1
447,Citrus,Beauty,90.64,4.4,0.48,I think this Citrus beauty is poor. Price feels fair. Would consider buying again.,images/img_447.png,1
448,Alpha,Home,22.38,2.3,0.28,I think this Alpha home is good. Price feels fair. Would consider buying again.,images/img_448.png,1
449,Citrus,Sports,95.2,5.0,0.07,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_449.png,1
450,Citrus,Electronics,263.4,3.6,0.32,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_450.png,1
451,Echo,Electronics,62.75,3.9,0.17,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_451.png,1
452,Citrus,Beauty,133.46,4.9,0.1,I think this Citrus beauty is poor. Price feels fair. Would consider buying again.,images/img_452.png,1
453,Citrus,Home,27.46,4.3,0.37,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_453.png,1
454,Alpha,Fashion,161.32,2.9,0.18,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_454.png,0
455,Bravo,Beauty,137.58,5.0,0.4,I think this Bravo beauty is good. Price feels fair. Would consider buying again.,images/img_455.png,1
456,Bravo,Sports,194.49,3.2,0.26,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_456.png,0
457,Citrus,Electronics,150.42,4.4,0.22,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_457.png,1
458,Alpha,Fashion,294.31,3.4,0.0,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_458.png,1
459,Alpha,Home,113.94,3.4,0.19,I think this Alpha home is average. Price feels fair. Would consider buying again.,images/img_459.png,0
460,Echo,Fashion,145.2,2.6,0.0,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_460.png,0
461,Delta,Home,186.13,3.1,0.1,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_461.png,1
462,Alpha,Home,256.7,3.5,0.32,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_462.png,1
463,Echo,Fashion,174.89,2.1,0.22,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_463.png,0
464,Citrus,Electronics,245.84,4.8,0.11,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_464.png,1
465,Alpha,Beauty,156.15,4.0,0.36,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_465.png,1
466,Delta,Sports,139.67,5.0,0.09,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_466.png,1
467,Citrus,Home,216.07,2.4,0.33,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_467.png,1
468,Bravo,Electronics,285.67,4.7,0.26,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_468.png,1
469,Alpha,Sports,83.71,4.1,0.11,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_469.png,1
470,Citrus,Home,201.93,4.6,0.36,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_470.png,1
471,Bravo,Beauty,130.49,3.9,0.21,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_471.png,1
472,Citrus,Beauty,226.46,5.0,0.04,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_472.png,1
473,Bravo,Electronics,181.16,4.2,0.31,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_473.png,1
474,Delta,Fashion,193.98,4.2,0.45,I think this Delta fashion is poor. Price feels fair. Would consider buying again.,images/img_474.png,0
475,Echo,Fashion,50.22,4.0,0.17,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_475.png,1
476,Echo,Sports,33.47,4.8,0.17,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_476.png,1
477,Citrus,Beauty,108.52,4.9,0.39,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_477.png,1
478,Delta,Fashion,256.03,3.3,0.17,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_478.png,0
479,Citrus,Sports,237.81,5.0,0.16,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_479.png,1
480,Echo,Electronics,176.99,3.6,0.23,I think this Echo electronics is good. Price feels fair. Would consider buying again.,images/img_480.png,1
481,Delta,Electronics,116.64,5.0,0.32,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_481.png,1
482,Citrus,Electronics,157.39,4.4,0.05,I think this Citrus electronics is average. Price feels fair. Would consider buying again.,images/img_482.png,1
483,Alpha,Sports,109.3,5.0,0.41,I think this Alpha sports is average. Price feels fair. Would consider buying again.,images/img_483.png,1
484,Delta,Fashion,238.6,3.1,0.23,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_484.png,0
485,Alpha,Fashion,114.73,5.0,0.13,I think this Alpha fashion is terrible. Price feels fair. Would consider buying again.,images/img_485.png,0
486,Echo,Beauty,75.26,4.0,0.26,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_486.png,1
487,Delta,Sports,20.31,3.9,0.14,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_487.png,1
488,Alpha,Fashion,99.83,4.0,0.02,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_488.png,1
489,Citrus,Electronics,42.68,3.9,0.23,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_489.png,1
490,Bravo,Electronics,297.51,3.1,0.21,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_490.png,1
491,Delta,Fashion,121.95,2.4,0.03,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_491.png,0
492,Echo,Beauty,147.58,2.7,0.22,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_492.png,0
493,Citrus,Fashion,136.73,2.9,0.07,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_493.png,1
494,Citrus,Sports,156.16,2.9,0.31,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_494.png,1
495,Citrus,Electronics,109.71,2.9,0.24,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_495.png,1
496,Echo,Fashion,245.86,4.6,0.1,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_496.png,1
497,Echo,Beauty,189.79,5.0,0.37,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_497.png,1
498,Echo,Beauty,51.92,4.5,0.31,I think this Echo beauty is terrible. Price feels fair. Would consider buying again.,images/img_498.png,1
499,Citrus,Fashion,288.57,4.3,0.27,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_499.png,1
500,Alpha,Home,20.01,4.3,0.44,I think this Alpha home is average. Price feels fair. Would consider buying again.,images/img_500.png,1
501,Citrus,Beauty,88.97,3.9,0.02,I think this Citrus beauty is average. Price feels fair. Would consider buying again.,images/img_501.png,1
502,Echo,Electronics,227.84,2.1,0.19,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_502.png,0
503,Delta,Sports,67.93,3.4,0.41,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_503.png,1
504,Citrus,Home,114.06,4.5,0.25,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_504.png,1
505,Bravo,Home,248.98,4.4,0.42,I think this Bravo home is terrible. Price feels fair. Would consider buying again.,images/img_505.png,0
506,Delta,Beauty,297.88,2.6,0.34,I think this Delta beauty is great. Price feels fair. Would consider buying again.,images/img_506.png,1
507,Bravo,Beauty,265.2,4.6,0.0,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_507.png,1
508,Alpha,Sports,221.87,5.0,0.27,I think this Alpha sports is poor. Price feels fair. Would consider buying again.,images/img_508.png,1
509,Echo,Electronics,242.29,3.1,0.1,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_509.png,0
510,Echo,Beauty,296.26,3.9,0.15,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_510.png,1
511,Bravo,Beauty,50.43,4.8,0.31,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_511.png,1
512,Echo,Beauty,265.48,3.4,0.25,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_512.png,0
513,Alpha,Fashion,31.52,2.4,0.0,I think this Alpha fashion is good. Price feels fair. Would consider buying again.,images/img_513.png,1
514,Bravo,Fashion,168.25,5.0,0.48,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_514.png,1
515,Delta,Beauty,285.98,2.1,0.23,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_515.png,0
516,Citrus,Fashion,253.2,3.9,0.0,I think this Citrus fashion is terrible. Price feels fair. Would consider buying again.,images/img_516.png,0
517,Bravo,Home,125.83,3.0,0.09,I think this Bravo home is average. Price feels fair. Would consider buying again.,images/img_517.png,0
518,Echo,Fashion,93.83,3.5,0.1,I think this Echo fashion is good. Price feels fair. Would consider buying again.,images/img_518.png,1
519,Citrus,Fashion,147.17,4.6,0.01,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_519.png,1
520,Delta,Beauty,71.24,5.0,0.13,I think this Delta beauty is poor. Price feels fair. Would consider buying again.,images/img_520.png,1
521,Echo,Beauty,154.89,5.0,0.01,I think this Echo beauty is poor. Price feels fair. Would consider buying again.,images/img_521.png,1
522,Alpha,Fashion,193.76,1.5,0.47,I think this Alpha fashion is poor. Price feels fair. Would consider buying again.,images/img_522.png,0
523,Echo,Electronics,242.15,5.0,0.61,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_523.png,1
524,Echo,Electronics,217.99,2.9,0.15,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_524.png,1
525,Bravo,Home,191.57,3.4,0.2,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_525.png,1
526,Echo,Beauty,268.76,3.0,0.57,I think this Echo beauty is poor. Price feels fair. Would consider buying again.,images/img_526.png,0
527,Alpha,Beauty,223.86,3.3,0.15,I think this Alpha beauty is poor. Price feels fair. Would consider buying again.,images/img_527.png,0
528,Citrus,Electronics,172.85,4.2,0.36,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_528.png,1
529,Delta,Sports,134.81,3.8,0.31,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_529.png,1
530,Delta,Electronics,42.65,4.1,0.12,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_530.png,1
531,Alpha,Home,213.12,5.0,0.39,I think this Alpha home is terrible. Price feels fair. Would consider buying again.,images/img_531.png,0
532,Citrus,Beauty,46.58,4.4,0.22,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_532.png,1
533,Citrus,Fashion,235.73,3.6,0.22,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_533.png,0
534,Bravo,Fashion,120.68,3.9,0.37,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_534.png,1
535,Alpha,Electronics,115.93,3.5,0.18,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_535.png,1
536,Bravo,Beauty,169.1,5.0,0.11,I think this Bravo beauty is good. Price feels fair. Would consider buying again.,images/img_536.png,1
537,Echo,Sports,145.96,3.7,0.25,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_537.png,1
538,Citrus,Beauty,19.42,4.7,0.18,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_538.png,1
539,Alpha,Beauty,100.53,2.8,0.45,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_539.png,1
540,Echo,Fashion,176.96,5.0,0.28,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_540.png,1
541,Delta,Sports,86.6,2.5,0.03,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_541.png,0
542,Echo,Sports,284.17,4.7,0.16,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_542.png,1
543,Bravo,Home,143.59,4.0,0.28,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_543.png,1
544,Echo,Home,140.93,3.1,0.09,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_544.png,1
545,Delta,Beauty,45.41,3.8,0.23,I think this Delta beauty is average. Price feels fair. Would consider buying again.,images/img_545.png,1
546,Alpha,Sports,105.31,5.0,0.08,I think this Alpha sports is terrible. Price feels fair. Would consider buying again.,images/img_546.png,0
547,Alpha,Sports,116.8,4.2,0.21,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_547.png,1
548,Echo,Sports,167.62,4.4,0.37,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_548.png,1
549,Delta,Electronics,124.42,3.6,0.17,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_549.png,0
550,Citrus,Home,183.95,3.3,0.19,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_550.png,0
551,Citrus,Electronics,286.76,4.0,0.23,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_551.png,1
552,Alpha,Sports,234.31,4.7,0.07,I think this Alpha sports is average. Price feels fair. Would consider buying again.,images/img_552.png,1
553,Citrus,Beauty,189.5,4.4,0.41,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_553.png,1
554,Echo,Home,161.91,5.0,0.28,I think this Echo home is poor. Price feels fair. Would consider buying again.,images/img_554.png,1
555,Bravo,Fashion,93.25,5.0,0.19,I think this Bravo fashion is terrible. Price feels fair. Would consider buying again.,images/img_555.png,0
556,Delta,Beauty,209.13,4.0,0.32,I think this Delta beauty is poor. Price feels fair. Would consider buying again.,images/img_556.png,0
557,Alpha,Fashion,47.94,4.0,0.29,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_557.png,1
558,Bravo,Electronics,284.23,4.1,0.26,I think this Bravo electronics is poor. Price feels fair. Would consider buying again.,images/img_558.png,0
559,Alpha,Home,142.3,1.8,0.43,I think this Alpha home is terrible. Price feels fair. Would consider buying again.,images/img_559.png,0
560,Echo,Fashion,259.55,5.0,0.19,I think this Echo fashion is terrible. Price feels fair. Would consider buying again.,images/img_560.png,0
561,Echo,Fashion,293.55,4.4,0.26,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_561.png,1
562,Bravo,Home,40.58,4.0,0.54,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_562.png,1
563,Alpha,Home,293.53,2.4,0.27,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_563.png,1
564,Citrus,Fashion,60.07,3.2,0.4,I think this Citrus fashion is poor. Price feels fair. Would consider buying again.,images/img_564.png,1
565,Delta,Fashion,160.22,3.9,0.01,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_565.png,1
566,Bravo,Fashion,76.29,5.0,0.17,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_566.png,1
567,Citrus,Sports,232.77,3.7,0.2,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_567.png,1
568,Alpha,Fashion,118.33,5.0,0.23,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_568.png,1
569,Echo,Beauty,102.28,4.5,0.31,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_569.png,1
570,Citrus,Electronics,80.28,4.9,0.17,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_570.png,1
571,Citrus,Home,92.78,4.7,0.17,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_571.png,1
572,Delta,Beauty,157.69,5.0,0.15,I think this Delta beauty is average. Price feels fair. Would consider buying again.,images/img_572.png,1
573,Citrus,Fashion,275.34,4.1,0.29,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_573.png,1
574,Citrus,Sports,296.81,5.0,0.0,I think this Citrus sports is terrible. Price feels fair. Would consider buying again.,images/img_574.png,0
575,Citrus,Electronics,78.72,4.0,0.06,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_575.png,1
576,Delta,Home,75.32,2.9,0.31,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_576.png,1
577,Bravo,Electronics,135.62,4.5,0.6,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_577.png,1
578,Echo,Fashion,50.71,4.9,0.18,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_578.png,1
579,Alpha,Beauty,130.64,3.9,0.43,I think this Alpha beauty is poor. Price feels fair. Would consider buying again.,images/img_579.png,0
580,Citrus,Home,68.29,3.1,0.05,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_580.png,1
581,Echo,Electronics,69.05,4.0,0.31,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_581.png,1
582,Delta,Home,248.76,3.3,0.38,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_582.png,1
583,Alpha,Sports,263.01,2.2,0.25,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_583.png,1
584,Citrus,Fashion,122.63,5.0,0.57,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_584.png,1
585,Citrus,Beauty,160.53,3.3,0.05,I think this Citrus beauty is terrible. Price feels fair. Would consider buying again.,images/img_585.png,0
586,Alpha,Beauty,264.99,5.0,0.06,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_586.png,1
587,Delta,Sports,255.04,2.3,0.1,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_587.png,1
588,Citrus,Fashion,82.32,3.4,0.14,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_588.png,1
589,Echo,Home,242.94,5.0,0.0,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_589.png,1
590,Delta,Beauty,129.2,4.1,0.0,I think this Delta beauty is great. Price feels fair. Would consider buying again.,images/img_590.png,1
591,Alpha,Fashion,21.3,4.7,0.0,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_591.png,1
592,Delta,Electronics,46.68,5.0,0.25,I think this Delta electronics is poor. Price feels fair. Would consider buying again.,images/img_592.png,1
593,Citrus,Home,116.09,5.0,0.35,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_593.png,1
594,Echo,Sports,44.39,3.8,0.19,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_594.png,1
595,Citrus,Beauty,109.15,4.4,0.32,I think this Citrus beauty is average. Price feels fair. Would consider buying again.,images/img_595.png,1
596,Bravo,Home,135.24,2.1,0.27,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_596.png,0
597,Alpha,Beauty,237.0,3.3,0.42,I think this Alpha beauty is poor. Price feels fair. Would consider buying again.,images/img_597.png,0
598,Bravo,Fashion,45.07,4.5,0.39,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_598.png,1
599,Echo,Sports,77.14,4.9,0.29,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_599.png,1
600,Echo,Beauty,165.81,2.2,0.1,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_600.png,0
601,Alpha,Electronics,60.98,4.2,0.41,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_601.png,1
602,Delta,Sports,264.01,4.6,0.35,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_602.png,1
603,Delta,Sports,261.71,5.0,0.29,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_603.png,1
